kalimat,kata,entitas,postag
1770,stabilitas,O,NN
1770,ekonomi,O,NN
1770,makro,O,JJ
1770,dan,O,CC
1770,sistem,O,NN
1770,keuangan,O,NN
1770,yang,O,SC
1770,relatif,O,JJ
1770,terjaga,O,VB
1770,.,O,Z
1771,Ia,O,PRP
1771,mengatakan,O,VB
1771,dengan,O,IN
1771,BI,O,NNP
1771,Rate,O,FW
1771,yang,O,SC
1771,tetap,O,RB
1771,di,O,IN
1771,level,O,NN
1771,"8,25",O,CD
1771,persen,O,CD
1771,maka,O,SC
1771,ruang,O,NN
1771,untuk,O,SC
1771,turunnya,O,NN
1771,suku,O,NN
1771,bunga,O,NN
1771,perbankan,O,NN
1771,guna,O,SC
1771,mendorong,O,VB
1771,ekspansi,O,NN
1771,kredit,O,NN
1771,perbankan,O,NN
1771,ke,O,IN
1771,sektor,O,NN
1771,riil,O,JJ
1771,tetap,O,RB
1771,tersedia,O,VB
1771,.,O,Z
1772,Lembaga,O,NNP
1772,pemeringkat,O,NNP
1772,Moody's,ORG,NNP
1772,Investors,ORG,NNP
1772,Service,ORG,NNP
1772,",",O,Z
1772,Selasa,TIM,NNP
1772,",",O,Z
1772,menyatakan,O,VB
1772,telah,O,MD
1772,menempatkan,O,VB
1772,peringkat,O,NN
1772,utang,O,NN
1772,jangka,O,NN
1772,panjang,O,JJ
1772,dalam,O,IN
1772,mata,O,NN
1772,uang,O,NN
1772,asing,O,JJ
1772,dan,O,CC
1772,peringkat,O,NN
1772,deposito,O,NN
1772,jangka,O,NN
1772,panjang,O,JJ
1772,dalam,O,IN
1772,mata,O,NN
1772,uang,O,NN
1772,asing,O,JJ
1772,dari,O,IN
1772,11,O,CD
1772,bank,O,NN
1772,Indonesia,O,NNP
1772,dalam,O,IN
1772,kajian,O,NN
1772,untuk,O,SC
1772,kemungkinan,O,MD
1772,dinaikkan,O,VB
1772,.,O,Z
1773,Nasabah,O,NN
1773,asuransi,O,NN
1773,jiwa,O,NN
1773,pada,O,IN
1773,semester,TIM,NN
1773,1,TIM,CD
1773,tahun,TIM,NN
1773,2007,TIM,CD
1773,tumbuh,O,VB
1773,94,O,CD
1773,persen,O,CD
1773,",",O,Z
1773,dengan,O,IN
1773,30,O,CD
1773,persen,O,CD
1773,di,O,IN
1773,antaranya,O,RB
1773,terjadi,O,VB
1773,pada,O,IN
1773,produk,O,NN
1773,unitlink,O,NN
1773,",",O,Z
1773,karena,O,SC
1773,terjadinya,O,NN
1773,peralihan,O,NN
1773,dana,O,NN
1773,dari,O,IN
1773,perbankan,O,NN
1773,ke,O,IN
1773,asuransi,O,NN
1773,.,O,Z
1774,Tapi,O,CC
1774,saya,O,PRP
1774,juga,O,RB
1774,melihat,O,VB
1774,banyak,O,CD
1774,terjadi,O,VB
1774,pengalihan,O,NN
1774,dana-dana,O,NN
1774,di,O,IN
1774,deposito,O,NN
1774,ke,O,IN
1774,asuransi,O,NN
1774,karena,O,SC
1774,tren,O,NN
1774,bunga,O,NN
1774,bank,O,NN
1774,turun,O,VB
1774,",",O,Z
1774,dan,O,CC
1774,penjaminan,O,NN
1774,sudah,O,MD
1774,tinggal,O,VB
1774,Rp100,O,CD
1774,juta,O,CD
1774,sehingga,O,SC
1774,nasabah,O,VB
1774,banyak,O,CD
1774,mencari,O,VB
1774,alternatif,O,NN
1774,invetasi,O,NN
1774,lain,O,JJ
1774,yaitu,O,SC
1774,di,O,IN
1774,asuransi,O,NN
1774,",",O,Z
1774,kata,O,VB
1774,Ketua,O,NNP
1774,Asosiasi,ORG,NNP
1774,Asuransi,ORG,NNP
1774,Jiwa,ORG,NNP
1774,Indonesia,ORG,NNP
1774,",",O,Z
1774,Evelina,PER,NNP
1774,Fadil,PER,NNP
1774,Pietruschka,PER,NNP
1774,di,O,IN
1774,Jakarta,LOC,NNP
1774,",",O,Z
1774,Selasa,TIM,NNP
1774,.,O,Z
1775,Dalam,O,IN
1775,konferensi,O,NN
1775,pers,O,NN
1775,menjelang,O,IN
1775,pelaksanaan,O,NN
1775,seminar,O,NN
1775,internasional,O,JJ
1775,MDRT,O,NNP
1775,Million,O,NNP
1775,Dolar,O,NNP
1775,Round,O,NNP
1775,Table,O,NNP
1775,",",O,Z
1775,Evelina,PER,NNP
1775,mengatakan,O,VB
1775,",",O,Z
1775,saat,O,NN
1775,ini,O,PR
1775,jumlah,O,NN
1775,nasabah,O,NN
1775,yang,O,SC
1775,terdata,O,VB
1775,pada,O,IN
1775,AAJI,ORG,NNP
1775,mencapai,O,VB
1775,6,O,CD
1775,juta,O,CD
1775,jiwa,O,NN
1775,untuk,O,SC
1775,individu,O,NN
1775,dan,O,CC
1775,25,O,CD
1775,juta,O,CD
1775,jiwa,O,NN
1775,untuk,O,SC
1775,asuransi,O,NN
1775,kelompok,O,NN
1775,dengan,O,IN
1775,total,O,NN
1775,aset,O,NN
1775,mencapai,O,VB
1775,sekitar,O,IN
1775,Rp80,O,CD
1775,triliun,O,CD
1775,.,O,Z
1776,Kalau,O,SC
1776,melihat,O,VB
1776,pertumbuhan,O,NN
1776,seperti,O,IN
1776,ini,O,PR
1776,",",O,Z
1776,apalagi,O,CC
1776,penduduk,O,NN
1776,Indonesia,LOC,NNP
1776,yang,O,SC
1776,mencapai,O,VB
1776,220,O,CD
1776,juta,O,CD
1776,jiwa,O,NN
1776,",",O,Z
1776,saya,O,PRP
1776,tidak,O,NEG
1776,ragu,O,VB
1776,akhir,O,NN
1776,tahun,O,NN
1776,kita,O,PRP
1776,bisa,O,MD
1776,menembus,O,VB
1776,cukup,O,RB
1776,tinggi,O,JJ
1776,",",O,Z
1776,bahkan,O,RB
1776,Rp100,O,CD
1776,triliun,O,CD
1776,bisa,O,MD
1776,ditembus,O,VB
1776,dalam,O,IN
1776,waktu,O,NN
1776,dekat,O,JJ
1776,",",O,Z
1776,katanya,O,NN
1776,.,O,Z
1777,Menko,O,NNP
1777,Perekonomian,O,NNP
1777,Boediono,PER,NNP
1777,menyatakan,O,VB
1777,bahwa,O,SC
1777,apa,O,WH
1777,yang,O,SC
1777,terjadi,O,VB
1777,saat,O,NN
1777,ini,O,PR
1777,berkaitan,O,VB
1777,dengan,O,IN
1777,produk,O,NN
1777,China,LOC,NNP
1777,di,O,IN
1777,Indonesia,LOC,NNP
1777,dan,O,CC
1777,produk,O,NN
1777,Indonesia,LOC,NNP
1777,yang,O,SC
1777,akan,O,MD
1777,diekspor,O,VB
1777,ke,O,IN
1777,China,LOC,NNP
1777,",",O,Z
1777,belum,O,NEG
1777,merupakan,O,VB
1777,perang,O,NN
1777,dagang,O,NN
1777,antar,O,IN
1777,kedua,O,CD
1777,negara,O,NN
1777,.,O,Z
1778,Tidak,O,NEG
1778,ada,O,VB
1778,perang,O,NN
1778,dagang,O,NN
1778,dan,O,CC
1778,jangan,O,NN
1778,sampai,O,SC
1778,ada,O,VB
1778,perang,O,NN
1778,dagang,O,NN
1778,",",O,Z
1778,kata,O,VB
1778,Boediono,LOC,NNP
1778,di,O,IN
1778,Gedung,LOC,NNP
1778,Utama,LOC,NNP
1778,Departemen,LOC,NNP
1778,Keuangan,LOC,NNP
1778,Jakarta,LOC,NNP
1778,",",O,Z
1778,Selasa,TIM,NNP
1778,.,O,Z
1779,Menurut,O,IN
1779,dia,O,PRP
1779,",",O,Z
1779,adanya,O,NN
1779,temuan,O,NN
1779,terhadap,O,IN
1779,komoditi,O,NN
1779,dari,O,IN
1779,masing-masing,O,CD
1779,negara,O,NN
1779,merupakan,O,VB
1779,kejadian,O,NN
1779,yang,O,SC
1779,dapat,O,MD
1779,terjadi,O,VB
1779,setiap,O,CD
1779,saat,O,NN
1779,seperti,O,IN
1779,sebelumnya,O,SC
1779,terhadap,O,IN
1779,produk,O,NN
1779,yang,O,SC
1779,diekspor,O,VB
1779,ke,O,IN
1779,Australia,LOC,NNP
1779,dan,O,CC
1779,Amerika,LOC,NNP
1779,Serikat,LOC,NNP
1779,.,O,Z
1780,PT,ORG,NNP
1780,Global,ORG,NNP
1780,Mediacom,ORG,NNP
1780,Tbk,ORG,NNP
1780,melakukan,O,VB
1780,transaksi,O,NN
1780,pembelian,O,NN
1780,saham,O,NN
1780,PT,ORG,NNP
1780,Mobile,ORG,NNP
1780,8,ORG,NNP
1780,Telecom,ORG,NNP
1780,Tbk,ORG,NNP
1780,sebanyak,O,CD
1780,157.392.500,O,CD
1780,saham,O,NN
1780,dengan,O,IN
1780,harga,O,NN
1780,pembelian,O,NN
1780,"Rp290,9",O,NNP
1780,per,O,IN
1780,saham,O,NN
1780,sehingga,O,SC
1780,total,O,NN
1780,pembeliannya,O,NN
1780,senilai,O,NN
1780,"Rp45,78",O,CD
1780,miliar,O,CD
1780,.,O,Z
1781,Pada,O,IN
1781,posisi,O,NN
1781,30,TIM,CD
1781,Juli,TIM,NNP
1781,2007,TIM,CD
1781,",",O,Z
1781,komposisi,O,NN
1781,kepemilikan,O,NN
1781,saham,O,NN
1781,Mobile,ORG,NNP
1781,8,ORG,CD
1781,terdiri,O,VB
1781,dari,O,IN
1781,Global,ORG,NNP
1781,Mediacom,ORG,NNP
1781,menguasai,O,VB
1781,"39,71",O,CD
1781,persen,O,CD
1781,",",O,Z
1781,Asia,ORG,NNP
1781,Link,ORG,NNP
1781,BV,ORG,NNP
1781,"6,02",O,CD
1781,persen,O,CD
1781,",",O,Z
1781,dan,O,CC
1781,Qualcomm,ORG,NNP
1781,Inc,ORG,NNP
1781,"5,16",ORG,CD
1781,persen,ORG,CD
1781,dan,O,CC
1781,sisanya,O,RB
1781,dimiliki,O,VB
1781,publik,O,NN
1781,.,O,Z
1782,Presiden,O,NNP
1782,Susilo,PER,NNP
1782,Bambang,PER,NNP
1782,Yudhoyono,PER,NNP
1782,meminta,O,VB
1782,agar,O,SC
1782,kalangan,O,NN
1782,perbankan,O,NN
1782,nasional,O,JJ
1782,mendukung,O,VB
1782,pertumbuhan,O,NN
1782,ekonomi,O,NN
1782,yang,O,SC
1782,berkualitas,O,VB
1782,growth,O,FW
1782,with,O,FW
1782,equity,O,FW
1782,dengan,O,SC
1782,memberikan,O,VB
1782,kredit,O,NN
1782,pada,O,IN
1782,sektor,O,NN
1782,produktif,O,JJ
1782,dan,O,CC
1782,sektor,O,NN
1782,UMKM,O,NN
1782,.,O,Z
1783,Semua,O,CD
1783,',O,Z
1783,resources,O,FW
1783,',O,Z
1783,financial,O,FW
1783,dan,O,CC
1783,kapital,O,NN
1783,seperti,O,IN
1783,kredit,O,NN
1783,perbankan,O,NN
1783,semua,O,CD
1783,harus,O,MD
1783,dikembangkan,O,VB
1783,mendukung,O,VB
1783,pertumbuhan,O,NN
1783,seperti,O,IN
1783,untuk,O,SC
1783,membangun,O,VB
1783,pembangkit,O,NN
1783,listrik,O,NN
1783,",",O,Z
1783,transportasi,O,NN
1783,atau,O,CC
1783,infrastruktur,O,NN
1783,lain,O,JJ
1783,",",O,Z
1783,yang,O,SC
1783,tanpa,O,IN
1783,itu,O,PR
1783,ekonomi,O,NN
1783,tidak,O,NEG
1783,berjalan,O,VB
1783,baik,O,JJ
1783,",",O,Z
1783,daya,O,NN
1783,saing,O,NN
1783,turun,O,VB
1783,",",O,Z
1783,tidak,O,NEG
1783,menarik,O,VB
1783,untuk,O,IN
1783,investasi,O,NN
1783,",",O,Z
1783,katanya,O,NN
1783,.,O,Z
1784,Selain,O,IN
1784,itu,O,PR
1784,",",O,Z
1784,perbankan,O,NN
1784,juga,O,RB
1784,harus,O,MD
1784,mendukung,O,VB
1784,sektor,O,NN
1784,investasi,O,NN
1784,dan,O,CC
1784,ekspor,O,NN
1784,",",O,Z
1784,sektor,O,NN
1784,industri,O,NN
1784,",",O,Z
1784,pertanian,O,NN
1784,serta,O,CC
1784,jasa,O,NN
1784,yang,O,SC
1784,harus,O,MD
1784,berkembang,O,VB
1784,serta,O,CC
1784,pembangunan,O,NN
1784,sektor,O,NN
1784,riil,O,JJ
1784,lainnya,O,RB
1784,yang,O,SC
1784,bisa,O,MD
1784,menjadi,O,VB
1784,kontributor,O,NN
1784,utama,O,JJ
1784,dalam,O,IN
1784,pertumbuhan,O,NN
1784,ekonomi,O,NN
1784,.,O,Z
1785,Menurutnya,O,NN
1785,kebijakan,O,NN
1785,relokasi,O,NN
1785,terkait,O,VB
1785,dengan,O,IN
1785,rencana,O,NN
1785,jangka,O,NN
1785,panjang,O,JJ
1785,PTBA,O,NNP
1785,untuk,O,SC
1785,perluasan,O,NN
1785,tambang,O,NN
1785,.,O,Z
1786,Di,O,IN
1786,lahan,O,NN
1786,lokasi,O,NN
1786,pabrik,O,NN
1786,tersebut,O,PR
1786,terdapat,O,VB
1786,sekitar,O,IN
1786,13,O,CD
1786,juta,O,CD
1786,ton,O,NND
1786,batubara,O,NN
1786,dengan,O,IN
1786,kualitas,O,NN
1786,yang,O,SC
1786,cukup,O,RB
1786,baik,O,JJ
1786,.,O,Z
1787,PTBA,ORG,NNP
1787,juga,O,RB
1787,telah,O,MD
1787,merelokasi,O,VB
1787,beberapa,O,CD
1787,fasilitas,O,NN
1787,tambang,O,NN
1787,seperti,O,IN
1787,pool,O,NN
1787,kendaraan,O,NN
1787,",",O,Z
1787,kantor,O,NN
1787,K-3,O,CD
1787,",",O,Z
1787,laboratorium,O,NN
1787,mekanika,O,SC
1787,batuan,O,NN
1787,dan,O,CC
1787,sejumlah,O,CD
1787,fasilitas,O,NN
1787,lainnya,O,NN
1787,.,O,Z
1788,Semua,O,CD
1788,relokasi,O,NN
1788,ini,O,PR
1788,juga,O,RB
1788,terkait,O,VB
1788,dengan,O,IN
1788,rencana,O,NN
1788,jangka,O,NN
1788,panjang,O,JJ
1788,perusahaan,O,NN
1788,",",O,Z
1788,ujarnya,O,NN
1788,.,O,Z
1789,Eko,PER,NNP
1789,mengatakan,O,VB
1789,relokasi,O,NN
1789,dan,O,CC
1789,pembangunan,O,NN
1789,pabrik,O,NN
1789,baru,O,JJ
1789,akan,O,MD
1789,dimulai,O,VB
1789,awal,TIM,NN
1789,2008,TIM,CD
1789,.,O,Z
1790,September,TIM,NNP
1790,2007,TIM,CD
1790,PTBA,ORG,NNP
1790,akan,O,MD
1790,mensosialisasikan,O,VB
1790,ke,O,IN
1790,seluruh,O,CD
1790,pemangku,O,NN
1790,saham,O,NN
1790,stakeholder,O,FW
1790,yang,O,SC
1790,berhubungan,O,VB
1790,dengan,O,IN
1790,keberadaan,O,NN
1790,pabrik,O,NN
1790,briket,O,NN
1790,tersebut,O,PR
1790,.,O,Z
1791,Pabrik,O,NN
1791,briket,O,NN
1791,PTBA,ORG,NNP
1791,Tanjung,ORG,NNP
1791,Enim,ORG,NNP
1791,didirikan,O,VB
1791,1997,TIM,CD
1791,dengan,O,IN
1791,kapasitas,O,NN
1791,produksi,O,NN
1791,sekitar,O,IN
1791,10,O,CD
1791,ribu,O,CD
1791,ton,O,NND
1791,per,O,IN
1791,tahun,O,NN
1791,.,O,Z
1792,Realisasi,O,NN
1792,produksi,O,NN
1792,2006,TIM,CD
1792,sebesar,O,JJ
1792,6.300,O,CD
1792,ton,O,NND
1792,dengan,O,IN
1792,komposisi,O,NN
1792,pasar,O,NN
1792,30,O,CD
1792,persen,O,CD
1792,di,O,IN
1792,wilayah,LOC,NN
1792,Sumatera,LOC,NNP
1792,selatan,LOC,NN
1792,dan,O,CC
1792,70,O,CD
1792,persen,O,CD
1792,di,O,IN
1792,wilayah,LOC,NN
1792,Jabotabek,LOC,NNP
1792,.,O,Z
1793,Kecilnya,O,NN
1793,realisasi,O,NN
1793,produksi,O,NN
1793,karena,O,SC
1793,briket,O,NN
1793,tidak,O,NEG
1793,kompetitif,O,JJ
1793,bila,O,SC
1793,dibandingkan,O,VB
1793,dengan,O,IN
1793,minyak,O,NN
1793,tanah,O,NN
1793,yang,O,SC
1793,masih,O,MD
1793,disubsidi,O,VB
1793,",",O,Z
1793,katanya,O,NN
1793,.,O,Z
1794,Perusahaan,O,NN
1794,jasa,O,NN
1794,angkutan,O,NN
1794,udara,O,NN
1794,PT,ORG,NNP
1794,Indonesia,ORG,NNP
1794,Tansport,ORG,NNP
1794,Tbk,ORG,NNP
1794,memperoleh,O,VB
1794,kontrak,O,NN
1794,penyewaan,O,NN
1794,3,O,CD
1794,unit,O,NND
1794,helikopter,O,NN
1794,tipe,O,NN
1794,EC155B1,O,NNP
1794,dari,O,IN
1794,Conocophilips,ORG,NNP
1794,Indonesia,ORG,NNP
1794,Inc,ORG,NNP
1794,.,O,Z
1795,Tidak,O,NEG
1795,seperti,O,IN
1795,kebanyakan,O,CD
1795,indikator,O,NN
1795,ekonomi,O,NN
1795,lainnya,O,NN
1795,",",O,Z
1795,tidak,O,NEG
1795,ada,O,VB
1795,angka,O,NN
1795,yang,O,SC
1795,disesuaikan,O,VB
1795,demi,O,IN
1795,variasi,O,NN
1795,musim,O,NN
1795,.,O,Z
1796,DeSoto,ORG,NNP
1796,Inc,ORG,NNP
1796,.,ORG,Z
1796,mengatakan,O,VB
1796,mereka,O,PRP
1796,memecat,O,VB
1796,200,O,CD
1796,karyawan,O,NN
1796,sebagai,O,IN
1796,bagian,O,NN
1796,dari,O,IN
1796,sebuah,O,NND
1796,restrukturisasi,O,NN
1796,yang,O,SC
1796,ditujukan,O,VB
1796,untuk,O,SC
1796,menghasilkan,O,VB
1796,penghematan,O,NN
1796,pre,O,FW
1796,tax,O,FW
1796,sebesar,O,JJ
1796,$,O,SYM
1796,10,O,CD
1796,juta,O,CD
1796,setiap,O,CD
1796,tahunnya,O,NN
1796,.,O,Z
1797,Dalam,O,IN
1797,rencana,O,NN
1797,ini,O,PR
1797,",",O,Z
1797,DeSoto,ORG,NNP
1797,mengatakan,O,VB
1797,mereka,O,PRP
1797,akan,O,MD
1797,menjual,O,VB
1797,beberapa,O,CD
1797,aset,O,NN
1797,dan,O,CC
1797,bisnis,O,NN
1797,yang,O,SC
1797,tidak,O,NEG
1797,sesuai,O,JJ
1797,dengan,O,IN
1797,tujuan,O,NN
1797,keuntungan,O,NN
1797,dan,O,CC
1797,stratejik,O,NN
1797,.,O,Z
1798,The,ORG,NNP
1798,Des,ORG,NNP
1798,Plaines,ORG,NNP
1798,",",ORG,Z
1798,Ill,ORG,NNP
1798,.,ORG,Z
1798,",",O,Z
1798,perusahaan,O,NN
1798,mantel,O,NN
1798,kimia,O,NN
1798,/,O,Z
1798,chemical,O,FW
1798,coatings,O,FW
1798,concern,O,FW
1798,",",O,Z
1798,yang,O,SC
1798,memiliki,O,VB
1798,sekitar,O,IN
1798,"2,000",O,CD
1798,pekerja,O,NN
1798,di,O,IN
1798,seluruh,O,CD
1798,dunia,O,NN
1798,",",O,Z
1798,berkata,O,VB
1798,mereka,O,PRP
1798,berencana,O,VB
1798,\,O,Z
1798,*,O,Z
1798,-,O,Z
1798,1,O,CD
1798,untuk,O,SC
1798,menjual,O,VB
1798,bisnis,O,NN
1798,kontainer,O,NN
1798,/,O,Z
1798,pembungkus,O,NN
1798,dan,O,CC
1798,perekat,O,NN
1798,fleksibel,O,FW
1798,rigid,O,FW
1798,/,O,Z
1798,/,O,Z
1798,bermasalah,O,VB
1798,domestik,O,JJ
1798,",",O,Z
1798,dan,O,CC
1798,Chicago,ORG,NNP
1798,Heights,ORG,NNP
1798,",",O,Z
1798,Ill-nya,O,NN
1798,.,O,Z
1799,",",O,Z
1799,pabrik,O,NN
1799,damar,O,NN
1799,.,O,Z
1800,Perusahaan,O,NN
1800,tersebut,O,PR
1800,berencana,O,VB
1800,menggunakan,O,VB
1800,hasil,O,NN
1800,penjualan,O,NN
1800,untuk,O,SC
1800,menginvestasikannya,O,RB
1800,dalam,O,IN
1800,peluang,O,NN
1800,bisnis,O,NN
1800,yang,O,SC
1800,lebih,O,RB
1800,dekat,O,JJ
1800,dengan,O,IN
1800,arah,O,NN
1800,fokus,O,NN
1800,baru,O,JJ
1800,perusahaan,O,NN
1800,.,O,Z
1801,StatesWest,ORG,NNP
1801,Airlines,ORG,NNP
1801,",",O,Z
1801,Phoenix,ORG,NNP
1801,",",O,Z
1801,Ariz,ORG,NNP
1801,.,O,Z
1802,",",O,Z
1802,mengatakan,O,VB
1802,mereka,O,PRP
1802,menarik,O,VB
1802,penawarannya,O,NN
1802,untuk,O,SC
1802,mengakuisisi,O,VB
1802,Mesa,ORG,NNP
1802,Airlines,ORG,NNP
1802,karena,O,SC
1802,Farmington,ORG,NNP
1802,",",ORG,Z
1802,N.M,ORG,NN
1802,.,ORG,Z
1802,",",O,Z
1802,pembawa,O,VB
1802,/,O,Z
1802,carrier,O,FW
1802,tidak,O,NEG
1802,menanggapi,O,VB
1802,tawarannya,O,RB
1802,pada,O,IN
1802,penutupan,O,NN
1802,bisnis,O,NN
1802,kemarin,O,NN
1802,",",O,Z
1802,batas,O,NN
1802,waktu,O,NN
1802,yang,O,SC
1802,ditentukan,O,VB
1802,StatesWest,O,NNP
1802,untuk,O,SC
1802,menerima,O,VB
1802,tanggapan,O,NN
1802,.,O,Z
1803,Akan,O,NN
1803,tetapi,O,CC
1803,",",O,Z
1803,StatesWest,ORG,NNP
1803,tidak,O,NEG
1803,mengabaikan,O,VB
1803,pengejarannya,O,RB
1803,atas,O,IN
1803,Mesa,ORG,NNP
1803,yang,O,SC
1803,jauh,O,JJ
1803,lebih,O,RB
1803,besar,O,JJ
1803,.,O,Z
1804,StatesWest,ORG,NNP
1804,telah,O,MD
1804,menawarakan,O,VB
1804,membeli,O,VB
1804,Mesa,ORG,NNP
1804,untuk,O,SC
1804,$,O,SYM
1804,7,O,CD
1804,per,O,IN
1804,lembar,O,NND
1804,saham,O,NN
1804,dan,O,CC
1804,satu,O,CD
1804,saham,O,NN
1804,untuk,O,SC
1804,dari,O,IN
1804,saham,O,NN
1804,preferrred,O,FW
1804,yang,O,SC
1804,bisa,O,MD
1804,diubah,O,VB
1804,dari,O,IN
1804,StatesWest,ORG,NNP
1804,yang,O,SC
1804,dinilai,O,VB
1804,pada,O,IN
1804,$,O,SYM
1804,3,O,CD
1804,per,O,IN
1804,lembar,O,NND
1804,saham,O,NN
1804,.,O,Z
1805,Sebelumnya,O,SC
1805,",",O,Z
1805,Mesa,ORG,NNP
1805,telah,O,MD
1805,menolak,O,VB
1805,proposal,O,NN
1805,umum,O,JJ
1805,dari,O,IN
1805,StatesWest,ORG,NNP
1805,untuk,O,SC
1805,menggabungkan,O,VB
1805,kedua,O,CD
1805,perusahaan,O,NN
1805,pengangkutan,O,NN
1805,dalam,O,IN
1805,beberapa,O,CD
1805,cara,O,NN
1805,.,O,Z
1806,Mesa,ORG,NN
1806,terbang,O,VB
1806,ke,O,IN
1806,42,O,CD
1806,kota,O,NN
1806,di,O,IN
1806,New,LOC,NNP
1806,Mexico,LOC,NNP
1806,",",O,Z
1806,Arizona,LOC,NNP
1806,",",O,Z
1806,Wyoming,LOC,NNP
1806,",",O,Z
1806,Colorado,LOC,NNP
1806,dan,O,CC
1806,Texas,LOC,NNP
1806,.,O,Z
1807,Kesepakatan,O,NN
1807,pengambilalihan,O,NN
1807,baru,O,JJ
1807,yang,O,SC
1807,bersinar,O,VB
1807,menggerakkan,O,VB
1807,gerakan,O,NN
1807,besar,O,JJ
1807,/,O,Z
1807,big,O,FW
1807,rally,O,FW
1807,dalam,O,IN
1807,harga,O,NN
1807,saham,O,NN
1807,",",O,Z
1807,yang,O,SC
1807,menahan,O,VB
1807,dolar,O,NN
1807,.,O,Z
1808,Harga,O,NN
1808,obligasi,O,NN
1808,juga,O,RB
1808,naik,O,VB
1808,perlahan,O,NN
1808,.,O,Z
1809,Tawaran,O,NNP
1809,Georgia-Pacific,ORG,NNP
1809,sebesar,O,JJ
1809,$,O,SYM
1809,3.18,O,CD
1809,miliar,O,CD
1809,untuk,O,SC
1809,Great,ORG,NNP
1809,Northern,ORG,NNP
1809,Nekoosa,ORG,NNP
1809,membantu,O,VB
1809,menaikkan,O,VB
1809,indeks,O,NN
1809,Dow,ORG,NNP
1809,Jones,ORG,NNP
1809,Industrial,ORG,NNP
1809,Average,O,NNP
1809,sebesar,O,JJ
1809,41.60,O,CD
1809,poin,O,NN
1809,",",O,Z
1809,menjadi,O,VB
1809,2645.08,O,CD
1809,",",O,Z
1809,dalam,O,IN
1809,perdagangan,O,NN
1809,aktif,O,JJ
1809,.,O,Z
1810,Dolar,O,NN
1810,menguat,O,VB
1810,karena,O,SC
1810,naiknya,O,NN
1810,pasar,O,NN
1810,saham,O,NN
1810,.,O,Z
1811,Harga,O,NN
1811,obligasi,O,NN
1811,jangka,O,NN
1811,panjang,O,JJ
1811,naik,O,VB
1811,terlepas,O,VB
1811,dari,O,IN
1811,keraguan,O,NN
1811,mengenai,O,IN
1811,apa,O,WH
1811,laporan,O,NN
1811,ekonomi,O,NN
1811,penting,O,JJ
1811,yang,O,SC
1811,akan,O,MD
1811,ditunjukkan,O,VB
1811,hari,O,NN
1811,ini,O,PR
1811,.,O,Z
1812,Para,O,DT
1812,analis,O,NN
1812,mengatakan,O,VB
1812,bahwa,O,SC
1812,penawaran,O,NN
1812,untuk,O,SC
1812,Great,ORG,NNP
1812,Northern,ORG,NNP
1812,Nekoosa,ORG,NNP
1812,mematahkan,O,VB
1812,selubung,O,NN
1812,kabur,O,NN
1812,/,O,Z
1812,pall,O,NN
1812,yang,O,SC
1812,menutupi,O,VB
1812,bisnis,O,NN
1812,pengambilalihan,O,NN
1812,selama,O,IN
1812,tiga,O,CD
1812,minggu,O,NN
1812,terakhir,O,OD
1812,pada,O,IN
1812,awal,O,NN
1812,jatuhnya,O,RB
1812,pengambil,O,VB
1812,alihan,O,NN
1812,UAL,ORG,NNP
1812,Corp,ORG,NNP
1812,.,O,Z
1813,pengambil,O,VB
1813,alihan,O,NN
1813,.,O,Z
1814,Great,ORG,NNP
1814,Northern,ORG,NNP
1814,Nekoosa,ORG,NNP
1814,naik,O,VB
1814,sebesar,O,JJ
1814,$,O,SYM
1814,20.125,O,CD
1814,per,O,IN
1814,lembar,O,NND
1814,saham,O,NN
1814,",",O,Z
1814,menjadi,O,VB
1814,$,O,SYM
1814,62.875,O,CD
1814,",",O,Z
1814,secara,O,IN
1814,umum,O,JJ
1814,diatas,O,NN
1814,penawaran,O,NN
1814,$,O,SYM
1814,58,O,CD
1814,per,O,IN
1814,saham,O,NN
1814,dari,O,IN
1814,Georgia-Pacific,ORG,NNP
1814,.,O,Z
1815,Itu,O,PR
1815,menunjukkan,O,VB
1815,para,O,DT
1815,spekulan,O,NN
1815,menawar,O,VB
1815,dengan,O,IN
1815,harga,O,NN
1815,lebih,O,RB
1815,tinggi,O,JJ
1815,is,O,FW
1815,in,O,FW
1815,the,O,FW
1815,wings,O,FW
1815,.,O,Z
1816,Harga,O,NN
1816,dari,O,IN
1816,pembuat,O,NN
1816,kertas,O,NN
1816,yang,O,SC
1816,lain,O,JJ
1816,juga,O,RB
1816,naik,O,VB
1816,tajam,O,JJ
1816,",",O,Z
1816,walaupun,O,SC
1816,Georgia-Pacific,ORG,NNP
1816,turun,O,VB
1816,$,O,SYM
1816,2.50,O,CD
1816,per,O,IN
1816,lembar,O,NND
1816,saham,O,NN
1816,",",O,Z
1816,menjadi,O,VB
1816,$,O,SYM
1816,50.875,O,CD
1816,.,O,Z
1817,Terlepas,O,VB
1817,dari,O,IN
1817,semua,O,CD
1817,kehebohan,O,NN
1817,atas,O,IN
1817,program,O,NN
1817,perdagangan,O,NN
1817,",",O,Z
1817,program,O,NN
1817,perdagangan,O,NN
1817,memainkan,O,VB
1817,peranan,O,NN
1817,penting,O,JJ
1817,dalam,O,IN
1817,gerakan,O,NN
1817,kemarin,O,NN
1817,/,O,Z
1817,yesterday,O,FW
1817,',O,Z
1817,s,O,FW
1817,rally,O,FW
1817,.,O,Z
