kalimat,kata,postag,entitas
359,tandingan,NN,O
359,untuk,SC,O
359,Madrid,NNP,LOC
359,dan,CC,O
359,diprediksi,NN,O
359,bakal,MD,O
359,jadi,VB,O
359,bulan-bulanan,NN,O
359,di,IN,O
359,dua,CD,O
359,pertemuannya,NN,O
359,.,Z,O
360,Namun,CC,O
360,",",Z,O
360,hasil,NN,O
360,leg,NN,O
360,pertama,OD,O
360,yang,SC,O
360,dihelat,NN,O
360,di,IN,O
360,Volkswagen,NNP,LOC
360,Arena,NNP,LOC
360,",",Z,O
360,Kamis,NNP,TIM
360,(,Z,TIM
360,7/4/2016,CD,TIM
360,),Z,TIM
360,dinihari,VB,O
360,WIB,NN,O
360,tadi,NN,O
360,",",Z,O
360,memutarbalikkan,VB,O
360,semua,CD,O
360,prediksi,NN,O
360,.,Z,O
361,Dua,CD,O
361,gol,NN,O
361,kemenangan,NN,O
361,Wolfsburg,NNP,LOC
361,",",Z,O
361,yang,SC,O
361,didominasi,VB,O
361,Madrid,NNP,LOC
361,sepanjang,IN,O
361,laga,NN,O
361,",",Z,O
361,dibuat,VB,O
361,di,IN,O
361,25,CD,O
361,menit,NN,O
361,awal,NN,O
361,dari,IN,O
361,penalti,NN,O
361,Ricardo,NNP,PER
361,Rodriguez,NNP,PER
361,dan,CC,O
361,Maximilian,NNP,PER
361,Arnold,NNP,PER
361,.,Z,O
362,Sejumlah,CD,O
362,pengurus,NN,O
362,Kamar,NNP,ORG
362,Dagang,NNP,ORG
362,dan,CC,ORG
362,Industri,NNP,ORG
362,(,Z,ORG
362,Kadin,NNP,ORG
362,),Z,ORG
362,Indonesia,NNP,ORG
362,dan,CC,O
362,Ikatan,NNP,ORG
362,Sarjana,NNP,ORG
362,Ekonomi,NNP,ORG
362,Indonesia,NNP,ORG
362,(,Z,O
362,ISEI,NNP,ORG
362,),Z,O
362,malam,NN,O
362,ini,PR,O
362,datang,VB,O
362,ke,IN,O
362,Kantor,NNP,O
362,Kemenko,NNP,ORG
362,Perekonomian,NNP,ORG
362,.,Z,O
363,KPK,NN,ORG
363,hari,NN,O
363,ini,PR,O
363,melakukan,VB,O
363,pemeriksaan,NN,O
363,perdana,OD,O
363,terhadap,IN,O
363,Panitera,NNP,O
363,Sekretaris,NNP,O
363,PN,NNP,O
363,Jakarta,NNP,LOC
363,Pusat,NNP,LOC
363,Edi,NNP,PER
363,Nasution,NNP,PER
363,.,Z,O
364,Jika,SC,O
364,Madrid,NNP,LOC
364,membukakan,VB,O
364,pintu,NN,O
364,untuk,SC,O
364,kami,PRP,O
364,",",Z,O
364,maka,SC,O
364,kami,PRP,O
364,harus,MD,O
364,bisa,MD,O
364,menerobosnya,RB,O
364,",",Z,O
364,"""",Z,O
364,sambungnya,RB,O
364,.,Z,O
365,Anda,PRP,O
365,tak,NEG,O
365,boleh,MD,O
365,membuat,VB,O
365,kesalahan-kesalahan,NN,O
365,seperti,IN,O
365,ini,PR,O
365,saat,NN,O
365,melawan,VB,O
365,sebuah,NND,O
365,tim,NN,O
365,dengan,IN,O
365,kualitas,NN,O
365,ini,PR,O
365,",",Z,O
365,"""",Z,O
365,ujar,VB,O
365,Ibra,NNP,PER
365,kepada,IN,O
365,PSG,NNP,ORG
365,TV,NNP,ORG
365,.,Z,O
366,Leicester,NNP,ORG
366,City,NNP,ORG
366,tinggal,VB,O
366,butuh,VB,O
366,dua,CD,O
366,poin,NN,O
366,lagi,RB,O
366,untuk,SC,O
366,menjadi,VB,O
366,juara,NN,O
366,Premier,NNP,O
366,League,NNP,O
366,musim,NN,O
366,ini,PR,O
366,",",Z,O
366,namun,CC,O
366,Manuel,NNP,PER
366,Pellegrini,NNP,PER
366,menganggap,VB,O
366,mereka,PRP,O
366,tak,NEG,O
366,akan,MD,O
366,selamanya,RB,O
366,di,IN,O
366,atas,NN,O
366,.,Z,O
367,Dua,CD,O
367,gol,NN,O
367,PSG,NNP,ORG
367,dicetak,VB,O
367,oleh,IN,O
367,Ibra,NNP,PER
367,dan,CC,O
367,Adrien,NNP,PER
367,Rabiot,NNP,PER
367,",",Z,O
367,sementara,SC,O
367,dua,CD,O
367,gol,NN,O
367,City,NNP,ORG
367,tercatat,VB,O
367,atas,IN,O
367,nama,NN,O
367,Kevin,NNP,PER
367,De,NNP,PER
367,Bruyne,NNP,PER
367,dan,CC,O
367,Fernandinho,NNP,PER
367,.,Z,O
368,City,NNP,ORG
368,sebenarnya,RB,O
368,juga,RB,O
368,membuat,VB,O
368,kesalahan,NN,O
368,fatal,JJ,O
368,yang,SC,O
368,berujung,VB,O
368,gol,NN,O
368,lawan,NN,O
368,.,Z,O
369,Gol,NNP,O
369,Ibra,NNP,PER
369,adalah,VB,O
369,buah,NND,O
369,kecerobohan,NN,O
369,Fernando,NNP,PER
369,dalam,IN,O
369,menerima,VB,O
369,backpass,NN,O
369,dari,IN,O
369,Hart,NNP,PER
369,.,Z,O
370,Pertandingan,NN,O
370,di,IN,O
370,Volskwagen,NNP,LOC
370,Arena,NNP,LOC
370,memasuki,VB,O
370,menit,NN,O
370,ke-69,CD,O
370,ketika,SC,O
370,tiba-tiba,VB,O
370,saja,RB,O
370,Arnold,NNP,PER
370,berjalan,VB,O
370,dengan,IN,O
370,wajah,NN,O
370,berang,NN,O
370,ke,IN,O
370,arah,NN,O
370,Marcelo,NNP,PER
370,.,Z,O
371,Pemain,NNP,O
371,dari,IN,O
371,VfL,NNP,ORG
371,Wolfsburg,NNP,ORG
371,dan,CC,O
371,Real,NNP,ORG
371,Madrid,NNP,ORG
371,berkerumun,CC,O
371,",",Z,O
371,mereka,PRP,O
371,saling,RB,O
371,melempar,VB,O
371,kekesalan,NN,O
371,",",Z,O
371,sampai,SC,O
371,akhirnya,RB,O
371,wasit,NN,O
371,meniup,NN,O
371,peluit,NN,O
371,dan,CC,O
371,membubarkan,VB,O
371,.,Z,O
372,Kericuhan,NN,O
372,terjadi,VB,O
372,usai,SC,O
372,dialog,NN,O
372,antara,IN,O
372,mahasiswa,NN,O
372,UGM,NNP,ORG
372,dan,CC,O
372,Rektor,NNP,O
372,Dwikorita,NNP,PER
372,Karnawati,NNP,PER
372,.,Z,O
373,Dari,IN,O
373,siaran,NN,O
373,ulang,VB,O
373,terlihat,VB,O
373,bahwa,SC,O
373,kejadian,NN,O
373,bermula,NN,O
373,dari,IN,O
373,duel,NN,O
373,perebutan,NN,O
373,bola,NN,O
373,antara,IN,O
373,Marcelo,NNP,PER
373,dan,CC,O
373,Arnold,NNP,PER
373,.,Z,O
374,Dengan,IN,O
374,wajah,NN,O
374,berang,NN,O
374,",",Z,O
374,ia,PRP,O
374,menghampiri,VB,O
374,Marcelo,NNP,PER
374,",",Z,O
374,yang,SC,O
374,lantas,NN,O
374,mengambil,VB,O
374,bola,NN,O
374,dan,CC,O
374,berdiri,VB,O
374,menghadap,NN,O
374,ke,IN,O
374,arahnya,NN,O
374,.,Z,O
375,Dalam,IN,O
375,waktu,NN,O
375,sepersekian,NN,O
375,detik,JJ,O
375,",",Z,O
375,Marcelo,NNP,PER
375,mendorongkan,VB,O
375,kepalanya,RB,O
375,ke,IN,O
375,dada,NN,O
375,Arnold,NNP,PER
375,",",Z,O
375,lalu,CC,O
375,terjatuh,VB,O
375,sembari,NN,O
375,memegangi,VB,O
375,wajahnya,RB,O
375,.,Z,O
376,Selanjutnya,CC,O
376,",",Z,O
376,seperti,IN,O
376,yang,SC,O
376,sudah,MD,O
376,dituliskan,VB,O
376,di,IN,O
376,atas:,NNP,O
376,Arnold,NNP,PER
376,kena,SC,O
376,getahnya,RB,O
376,",",Z,O
376,sementara,SC,O
376,Marcelo,NNP,PER
376,bebas,JJ,O
376,dari,IN,O
376,hukuman,NN,O
376,.,Z,O
377,Korea,NNP,LOC
377,Utara,NNP,LOC
377,sukses,JJ,O
377,melakukan,VB,O
377,tes,NN,O
377,nuklir,NN,O
377,Rabu,NNP,TIM
377,(,Z,TIM
377,6/1,CD,TIM
377,),Z,TIM
377,pekan,NN,O
377,lalu,CC,O
377,.,Z,O
378,Arnold,NNP,PER
378,sendiri,PRP,O
378,menyumbang,VB,O
378,satu,CD,O
378,gol,NN,O
378,",",Z,O
378,sementara,SC,O
378,satu,CD,O
378,gol,NN,O
378,lainnya,RB,O
378,dicetak,VB,O
378,oleh,IN,O
378,Ricardo,NNP,PER
378,Rodriguez,NNP,PER
378,dari,IN,O
378,titik,NN,O
378,putih,JJ,O
378,.,Z,O
379,Paris,NNP,LOC
379,-,NNP,O
379,Hasil,NNP,O
379,imbang,VB,O
379,di,IN,O
379,kandang,NN,O
379,sendiri,NN,O
379,tak,NEG,O
379,menyurutkan,VB,O
379,optimisme,NN,O
379,Presiden,NNP,O
379,Paris,NNP,ORG
379,Saint-Germain,NNP,ORG
379,",",Z,O
379,Nasser,NNP,PER
379,Al-Khelaifi,NNP,PER
379,.,Z,O
380,PSG,NNP,ORG
380,gagal,JJ,O
380,memenangi,VB,O
380,partai,NN,O
380,pertama,OD,O
380,perempatfinal,JJ,O
380,Liga,NNP,O
380,Champions,NNP,O
380,di,IN,O
380,Parc,NNP,LOC
380,des,NNP,LOC
380,Princes,NNP,LOC
380,",",Z,O
380,Kamis,NNP,TIM
380,(,Z,TIM
380,7/4/2016,CD,TIM
380,),Z,TIM
380,dinihari,VB,O
380,WIB,NN,O
380,.,Z,O
381,Gol,NNP,O
381,Adrien,NNP,PER
381,Rabiot,NNP,PER
381,pada,IN,O
381,menit,NN,O
381,ke-59,CD,O
381,membawa,VB,O
381,PSG,NNP,ORG
381,berbalik,VB,O
381,memimpin,VB,O
381,2-1,CD,O
381,.,Z,O
382,Hasil,NN,O
382,imbang,NN,O
382,ini,PR,O
382,memberatkan,VB,O
382,langkah,NN,O
382,PSG,NNP,ORG
382,untuk,SC,O
382,lolos,VB,O
382,ke,IN,O
382,babak,NN,O
382,berikutnya,RB,O
382,.,Z,O
383,Saya,PRP,O
383,percaya,VB,O
383,kepada,IN,O
383,pelatih,NN,O
383,saya,PRP,O
383,dan,CC,O
383,para,DT,O
383,pemain,NN,O
383,saya,PRP,O
383,dan,CC,O
383,saya,PRP,O
383,yakin,JJ,O
383,kami,PRP,O
383,akan,MD,O
383,melakukannya,RB,O
383,di,IN,O
383,leg,NN,O
383,kedua,OD,O
383,",",Z,O
383,"""",Z,O
383,ujar,VB,O
383,Al-Khelaifi,NNP,PER
383,kepada,IN,O
383,PSG,NNP,ORG
383,TV,NNP,O
383,.,Z,O
384,"""",Z,O
384,Kami,PRP,O
384,memiliki,VB,O
384,skuat,VB,O
384,yang,SC,O
384,besar,JJ,O
384,dan,CC,O
384,kami,PRP,O
384,akan,MD,O
384,menutupi,VB,O
384,absennya,NN,O
384,David,NNP,PER
384,Luiz,NNP,PER
384,dan,CC,O
384,Blaise,NNP,PER
384,Matuidi,NNP,PER
384,.,Z,O
385,Wolfsburg,NNP,LOC
385,-,NNP,O
385,Gelandang,NNP,O
385,VfL,NNP,ORG
385,Wolfsburg,NNP,ORG
385,",",Z,O
385,Julian,NNP,PER
385,Draxler,NNP,PER
385,",",Z,O
385,mengingatkan,VB,O
385,timnya,NN,O
385,untuk,SC,O
385,tidak,NEG,O
385,terbawa,VB,O
385,suasana,NN,O
385,hanya,RB,O
385,karena,SC,O
385,mereka,PRP,O
385,baru,MD,O
385,menang,VB,O
385,2-0,CD,O
385,atas,IN,O
385,Real,NNP,ORG
385,Madrid,NNP,ORG
385,.,Z,O
386,Kemenangan,NN,O
386,tersebut,PR,O
386,juga,RB,O
386,menjadi,VB,O
386,penawar,VB,O
386,kekecewaan,NN,O
386,setelah,SC,O
386,pada,IN,O
386,akhir,NN,O
386,pekan,NN,O
386,lalu,CC,O
386,dikalahkan,VB,O
386,Bayer,NNP,ORG
386,Leverkusen,NNP,ORG
386,0-3,CD,O
386,di,IN,O
386,Bundesliga,NNP,O
386,.,Z,O
387,Berbeda,NNP,O
387,dengan,IN,O
387,laga,NN,O
387,melawan,VB,O
387,Leverkusen,NNP,LOC
387,",",Z,O
387,Wolfsburg,NNP,LOC
387,tampil,JJ,O
387,lebih,RB,O
387,efektif,JJ,O
387,ketika,SC,O
387,menghadapi,VB,O
387,Madrid,NNP,LOC
387,.,Z,O
388,Kala,NNP,O
388,menghadapi,VB,O
388,Leverkusen,NNP,LOC
388,",",Z,O
388,Wolfsburg,NNP,LOC
388,membuat,VB,O
388,5,CD,O
388,attempts,FW,O
388,on,FW,O
388,target,NN,O
388,tanpa,IN,O
388,menghasilkan,VB,O
388,satu,CD,O
388,gol,NN,O
388,pun,RP,O
388,.,Z,O
389,Rumah,NN,O
389,produksi,NN,O
389,Walt,NNP,ORG
389,Disney,NNP,ORG
389,Pictures,NNP,ORG
389,meraup,VB,O
389,pendapatan,NN,O
389,fantastis,JJ,O
389,lewat,VB,O
389,'The,NNP,O
389,Jungle,NNP,O
389,Book',NNP,O
389,yang,SC,O
389,dirilis,VB,O
389,15,CD,TIM
389,April,NNP,TIM
389,lalu,CC,O
389,.,Z,O
390,Gol,NNP,O
390,pertama,OD,O
390,yang,SC,O
390,dicetak,VB,O
390,De,NNP,PER
390,Bruyne,NNP,PER
390,berawal,VB,O
390,dari,IN,O
390,kegagalan,NN,O
390,PSG,NNP,ORG
390,mempertahankan,VB,O
390,bola,NN,O
390,di,IN,O
390,lini,NN,O
390,tengah,NN,O
390,.,Z,O
391,City,NNP,ORG
391,mencuri,VB,O
391,bola,NN,O
391,dan,CC,O
391,melancarkan,VB,O
391,serangan,NN,O
391,balik,NN,O
391,kilat,NN,O
391,yang,SC,O
391,berujung,VB,O
391,gol,NN,O
391,.,Z,O
392,"""",Z,O
392,Kami,PRP,O
392,seharusnya,RB,O
392,mencetak,VB,O
392,gol,NN,O
392,lebih,RB,O
392,dulu,JJ,O
392,",",Z,O
392,tapi,CC,O
392,sayangnya,RB,O
392,kami,PRP,O
392,tidak,NEG,O
392,melakukan,VB,O
392,hal,NN,O
392,itu,PR,O
392,dan,CC,O
392,City,NNP,ORG
392,yang,SC,O
392,membuka,VB,O
392,skor,NN,O
392,.,Z,O
393,Kami,PRP,O
393,menyamakan,VB,O
393,kedudukan,VB,O
393,dan,CC,O
393,kami,PRP,O
393,terlihat,VB,O
393,bagus,JJ,O
393,di,IN,O
393,babak,NN,O
393,kedua,OD,O
393,",",Z,O
393,kemudian,CC,O
393,unggul,VB,O
393,",",Z,O
393,sebelum,SC,O
393,sebuah,NND,O
393,kesalahan,NN,O
393,lain,JJ,O
393,membuat,VB,O
393,kami,PRP,O
393,kebobolan,NN,O
393,gol,NN,O
393,kedua,OD,O
393,",",Z,O
393,"""",Z,O
393,kata,VB,O
393,Blanc,NNP,PER
393,.,Z,O
394,Pada,IN,O
394,pertemuan,NN,O
394,kedua,OD,O
394,yang,SC,O
394,akan,MD,O
394,digelar,VB,O
394,di,IN,O
394,kandang,NN,O
394,City,NNP,ORG
394,pada,IN,O
394,pekan,NN,O
394,depan,NN,O
394,",",Z,O
394,mereka,PRP,O
394,harus,MD,O
394,menang,VB,O
394,atau,CC,O
394,bermain,VB,O
394,seri,NN,O
394,dengan,IN,O
394,skor,NN,O
394,lebih,RB,O
394,besar,JJ,O
394,daripada,IN,O
394,2-2,CD,O
394,untuk,SC,O
394,lolos,VB,O
394,ke,IN,O
394,semifinal,JJ,O
394,.,Z,O
395,Jakarta,NNP,LOC
395,-,NNP,O
395,Kekalahan,NNP,O
395,di,IN,O
395,markas,NN,O
395,Wolfsburg,NNP,LOC
395,mematahkan,VB,O
395,kesempurnaan,NN,O
395,Real,NNP,ORG
395,Madrid,NNP,ORG
395,di,IN,O
395,Liga,NNP,O
395,Champions,NNP,O
395,.,Z,O
396,Terakhir,NN,O
396,kali,NN,O
396,Madrid,NNP,LOC
396,kalah,VB,O
396,saat,NN,O
396,dibekap,VB,O
396,Juventus,NNP,ORG
396,1-2,CD,O
396,di,IN,O
396,semifinal,NN,O
396,leg,NN,O
396,pertama,OD,O
396,musim,NN,O
396,lalu,CC,O
396,.,Z,O
397,Di,IN,O
397,fase,NN,O
397,grup,NN,O
397,",",Z,O
397,Madrid,NNP,LOC
397,tidak,NEG,O
397,terkalahkan,VB,O
397,di,IN,O
397,enam,CD,O
397,pertandingan,NN,O
397,dengan,SC,O
397,memenangi,VB,O
397,lima,CD,O
397,laganya,NN,O
397,.,Z,O
398,Sedangkan,CC,O
398,di,IN,O
398,babak,VB,O
398,16,CD,O
398,besar,JJ,O
398,",",Z,O
398,Madrid,NNP,LOC
398,berhasil,VB,O
398,meraih,VB,O
398,kemenangan,NN,O
398,masing-masing,PRP,O
398,dengan,IN,O
398,skor,NN,O
398,2-0,CD,O
398,atas,IN,O
398,AS,NNP,ORG
398,Roma,NNP,ORG
398,.,Z,O
399,Paris,NNP,LOC
399,-,NNP,O
399,Manuel,NNP,PER
399,Pellegrini,NNP,PER
399,menilai,VB,O
399,Manchester,NNP,ORG
399,City,NNP,ORG
399,meraih,VB,O
399,hasil,NN,O
399,bagus,JJ,O
399,di,IN,O
399,markas,NN,O
399,Paris,NNP,ORG
399,Saint-Germain,NNP,ORG
399,.,Z,O
400,Adrien,NNP,PER
400,Rabiot,NNP,PER
400,yang,SC,O
400,lepas,VB,O
400,dari,IN,O
400,kawalan,NN,O
400,bisa,MD,O
400,menyambar,VB,O
400,bola,NN,O
400,muntah,NN,O
400,di,IN,O
400,kotak,NN,O
400,penalti,NN,O
400,untuk,SC,O
400,menjebol,VB,O
400,gawang,NN,O
400,Hart,NNP,PER
400,.,Z,O
401,Tapi,CC,O
401,City,NNP,ORG
401,pada,IN,O
401,akhirnya,RB,O
401,bisa,MD,O
401,memaksakan,VB,O
401,hasil,NN,O
401,imbang,NN,O
401,usai,SC,O
401,Fernandinho,NNP,PER
401,bikin,RB,O
401,gol,VB,O
401,di,IN,O
401,menit,NN,O
401,ke-72,CD,O
401,.,Z,O
402,Kendati,SC,O
402,demikian,PR,O
402,",",Z,O
402,Pellegrini,NNP,PER
402,menilai,VB,O
402,kesalahan-kesalahan,NN,O
402,yang,SC,O
402,merugikan,VB,O
402,City,NNP,ORG
402,itu,PR,O
402,tak,NEG,O
402,seharusnya,RB,O
402,terjadi,VB,O
402,.,Z,O
403,Di,IN,O
403,babak,NN,O
403,pertama,OD,O
403,",",Z,O
403,jika,SC,O
403,ingin,RB,O
403,menang,VB,O
403,",",Z,O
403,kami,PRP,O
403,tidak,NEG,O
403,boleh,MD,O
403,membuat,VB,O
403,kesalahan,NN,O
403,seperti,IN,O
403,itu,PR,O
403,",",Z,O
403,"""",Z,O
403,lanjut,VB,O
403,manajer,NN,O
403,asal,NN,O
403,Chile,NNP,LOC
403,itu,PR,O
403,.,Z,O
404,Itu,PR,O
404,kan,MD,O
404,terjadi,VB,O
404,di,IN,O
404,dalam,NN,O
404,kotak,NN,O
404,seharusnya,RB,O
404,penalti,VB,O
404,",",Z,O
404,"""",Z,O
404,ucap,VB,O
404,Bale,NNP,PER
404,yang,SC,O
404,dilansir,VB,O
404,AS,NNP,ORG
404,.,Z,O
405,Kisah,NN,O
405,petualangan,NN,O
405,Mowgli,NNP,PER
405,tersebut,PR,O
405,memperoleh,VB,O
405,pendapatan,NN,O
405,hingga,IN,O
405,"$103,6",CD,O
405,juta,CD,O
405,dari,IN,O
405,penayangannya,NN,O
405,di,IN,O
405,layar,NN,O
405,bioskop,NN,O
405,di,IN,O
405,kawasan,NN,O
405,Amerika,NNP,LOC
405,Utara,NNP,LOC
405,.,Z,O
406,"""",Z,O
406,Apa,WH,O
406,yang,SC,O
406,mesti,MD,O
406,kami,PRP,O
406,lakukan,VB,O
406,adalah,VB,O
406,memastikan,VB,O
406,kami,PRP,O
406,menang,VB,O
406,dengan,IN,O
406,keunggulan,NN,O
406,tiga,CD,O
406,gol,NN,O
406,",",Z,O
406,"""",Z,O
406,seru,VB,O
406,Bale,NNP,PER
406,.,Z,O
407,Paris,NNP,LOC
407,-,NNP,O
407,Manchester,NNP,ORG
407,City,NNP,ORG
407,pulang,VB,O
407,dari,IN,O
407,markas,NN,O
407,Paris,NNP,ORG
407,Saint-Germain,NNP,ORG
407,dengan,IN,O
407,hasil,NN,O
407,seri,NN,O
407,2-2,CD,O
407,.,Z,O
408,Dalam,IN,O
408,pertandingan,NN,O
408,leg,NN,O
408,pertama,OD,O
408,perempatfinal,JJ,O
408,Liga,NNP,O
408,Champions,NNP,O
408,di,IN,O
408,Parc,NNP,LOC
408,des,NNP,LOC
408,Princes,NNP,LOC
408,",",Z,O
408,Kamis,NNP,TIM
408,(,Z,TIM
408,7/4/2016,CD,TIM
408,),Z,TIM
408,dinihari,VB,O
408,WIB,NN,O
408,",",Z,O
408,City,NNP,ORG
408,yang,SC,O
408,sempat,MD,O
408,unggul,VB,O
408,kemudian,CC,O
408,balik,NN,O
408,tertinggal,JJ,O
408,.,Z,O
409,Tapi,CC,O
409,City,NNP,ORG
409,mengamankan,VB,O
409,hasil,NN,O
409,seri,NN,O
409,setelah,SC,O
409,Fernando,NNP,PER
409,mencetak,VB,O
409,gol,NN,O
409,untuk,SC,O
409,menyamakan,VB,O
409,kedudukan,VB,O
409,.,Z,O
410,Di,IN,O
410,awal,NN,O
410,babak,NN,O
410,pertama,OD,O
410,",",Z,O
410,Hart,NNP,PER
410,mampu,JJ,O
410,menggagalkan,VB,O
410,eksekusi,NN,O
410,penalti,NN,O
410,Zlatan,NNP,PER
410,Ibrahimovic,NNP,PER
410,.,Z,O
411,Hart,NNP,PER
411,juga,RB,O
411,berharap,VB,O
411,gol,NN,O
411,tandang,NN,O
411,yang,SC,O
411,sudah,MD,O
411,dikantongi,VB,O
411,bisa,MD,O
411,jadi,VB,O
411,modal,NN,O
411,bagus,JJ,O
411,di,IN,O
411,leg,NN,O
411,kedua,OD,O
411,pada,IN,O
411,12,CD,TIM
411,April,NNP,TIM
411,mendatang,VB,O
411,.,Z,O
412,"""",Z,O
412,Itu,PR,O
412,dalah,VB,O
412,pertandingan,NN,O
412,yang,SC,O
412,gila,JJ,O
412,",",Z,O
412,di,IN,O
412,mana,WH,O
412,kami,PRP,O
412,sepenuhnya,RB,O
412,terlibat,VB,O
412,di,IN,O
412,dalamnya,NN,O
412,",",Z,O
412,"""",Z,O
412,ujar,VB,O
412,Hart,NNP,PER
412,seperti,IN,O
412,dikutip,VB,O
412,dari,IN,O
412,situs,NN,O
412,resmi,JJ,O
412,UEFA,NNP,ORG
412,.,Z,O
413,"""",Z,O
413,Itu,PR,O
413,adalah,VB,O
413,permainan,NN,O
413,sepakbola,NN,O
413,yang,SC,O
413,bagus,JJ,O
413,dan,CC,O
413,kami,PRP,O
413,akan,MD,O
413,menantikan,VB,O
413,seberapa,WH,O
413,bagus,JJ,O
413,hasil,NN,O
413,ini,PR,O
413,",",Z,O
413,"""",Z,O
413,lanjut,VB,O
413,kiper,NN,O
413,internasional,JJ,O
413,Inggris,NNP,LOC
413,.,Z,O
414,Kedua,CD,O
414,tim,NN,O
414,akan,MD,O
414,selalu,RB,O
414,punya,VB,O
414,peluang,NN,O
414,di,IN,O
414,titik,NN,O
414,ini,PR,O
414,di,IN,O
414,kompetisi,NN,O
414,ini,PR,O
414,",",Z,O
414,"""",Z,O
414,kata,VB,O
414,Hart,NNP,PER
414,.,Z,O
415,Kemenangan,NN,O
415,itu,PR,O
415,juga,RB,O
415,jadi,VB,O
415,penawar,VB,O
415,dari,IN,O
415,sederet,NN,O
415,hasil,NN,O
415,buruk,JJ,O
415,di,IN,O
415,Bundesliga,NNP,O
415,.,Z,O
416,Wolfsburg,NNP,LOC
416,menang,VB,O
416,2-0,CD,O
416,atas,IN,O
416,Madrid,NNP,LOC
416,pada,IN,O
416,laga,NN,O
416,yang,SC,O
416,berlangsung,VB,O
416,di,IN,O
416,Volkswagen,NNP,LOC
416,Arena,NNP,LOC
416,",",Z,O
416,Kamis,NNP,TIM
416,(,Z,TIM
416,7/4/2016,CD,TIM
416,),Z,TIM
416,dini,NN,O
416,hari,NN,O
416,WIB,NN,O
416,.,Z,O
417,Pertemuan,NN,O
417,dengan,IN,O
417,Madrid,NNP,LOC
417,memang,RB,O
417,belum,NEG,O
417,tuntas,JJ,O
417,",",Z,O
417,tetapi,CC,O
417,keunggulan,NN,O
417,dua,CD,O
417,gol,NN,O
417,plus,JJ,O
417,clean,NN,O
417,sheet,NN,O
417,memberikan,VB,O
417,Wolfsburg,NNP,LOC
417,modal,NN,O
417,bagus,JJ,O
417,sebelum,SC,O
417,gantian,NN,O
417,bertandang,NN,O
417,ke,IN,O
417,Santiago,NNP,LOC
417,Bernabeu,NNP,LOC
417,pekan,NN,O
417,depan,NN,O
417,.,Z,O
418,Kami,PRP,O
418,juga,RB,O
418,menunjukkan,VB,O
418,bahwa,SC,O
418,kami,PRP,O
418,bisa,MD,O
418,mengalahkan,VB,O
418,tim,NN,O
418,mana,WH,O
418,pun,RP,O
418,kalau,SC,O
418,fokus,NN,O
418,pada,IN,O
418,permainan,NN,O
418,kami,PRP,O
418,sendiri,NN,O
418,",",Z,O
418,"""",Z,O
418,ujar,VB,O
418,bek,NN,O
418,Wolfsburg,NNP,LOC
418,",",Z,O
418,Naldo,NNP,PER
418,",",Z,O
418,kepada,IN,O
418,Sky,NNP,ORG
418,Sports,NNP,ORG
418,.,Z,O
419,Dalam,IN,O
419,10,CD,O
419,pertandingan,NN,O
419,terakhir,OD,O
419,di,IN,O
419,liga,NN,O
419,domestik,JJ,O
419,",",Z,O
419,Wolfsburg,NNP,LOC
419,hanya,RB,O
419,mampu,JJ,O
419,meraih,VB,O
419,tiga,CD,O
419,kemenangan,NN,O
419,.,Z,O
420,Tiga,CD,O
420,pertandingan,NN,O
420,terakhir,OD,O
420,dilalui,VB,O
420,tim,NN,O
420,besutan,NN,O
420,Dieter,NNP,PER
420,Hecking,NNP,PER
420,tersebut,PR,O
420,dengan,IN,O
420,dua,CD,O
420,kekalahan,NN,O
420,dan,CC,O
420,satu,CD,O
420,hasil,NN,O
420,imbang,NN,O
420,.,Z,O
421,Imbas,NNP,O
421,dari,IN,O
421,sederet,NN,O
421,catatan,NN,O
421,buruk,JJ,O
421,di,IN,O
421,liga,NN,O
421,tersebut,PR,O
421,",",Z,O
421,Wolfsburg,NNP,LOC
421,terpuruk,VB,O
421,di,IN,O
421,posisi,NN,O
421,delapan,CD,O
421,klasemen,NN,O
421,sementara,SC,O
421,.,Z,O
422,"""",Z,O
422,Kami,PRP,O
422,dikritik,NN,O
422,setelah,SC,O
422,kalah,VB,O
422,dari,IN,O
422,Bayer,NNP,ORG
422,Leverkusen,NNP,ORG
422,",",Z,O
422,tapi,CC,O
422,kami,PRP,O
422,menunjukkan,VB,O
422,kekompakan,VB,O
422,.,Z,O
423,Sekarang,NN,O
423,",",Z,O
423,kami,PRP,O
423,harus,MD,O
423,menunjukkan,VB,O
423,kemampuan,NN,O
423,kami,PRP,O
423,pada,IN,O
423,laga,NN,O
423,melawan,VB,O
423,Mainz,NNP,LOC
423,di,IN,O
423,Bundesliga,CD,O
423,dan,CC,O
423,Madrid,NNP,LOC
423,di,IN,O
423,leg,NN,O
423,kedua,OD,O
423,",",Z,O
423,"""",Z,O
423,kata,VB,O
423,Naldo,NNP,PER
423,.,Z,O
424,Namun,CC,O
424,",",Z,O
424,hanya,RB,O
424,butuh,VB,O
424,20,CD,O
424,menit,NN,O
424,untuk,SC,O
424,Wolfsburg,NNP,LOC
424,membuat,VB,O
424,Madrid,NNP,LOC
424,pulang,VB,O
424,dengan,IN,O
424,kepala,NN,O
424,tertunduk,NN,O
424,.,Z,O
425,Menjadi,VB,O
425,unggulan,NN,O
425,di,IN,O
425,babak,NN,O
425,delapan,NN,O
425,besar,JJ,O
425,melawan,VB,O
425,Wolfsburg,NNP,LOC
